number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
919,f88a0cf5-a6a8-42c6-baca-098baf8f4d3a,community_06,Hauwa,Lawal,male,1967-02-06,,08078819411,https://www.commcarehq.org/photos/farmer_919.jpg,5,mixed_farming,23,family_land,5,river_stream,---,maize rice groundnuts,0.9,1.1,1.7,goats,22,---,10.4406502 7.5941644 0.0 20.0,yes,b89657a7-8ea4-4251-adcc-f3addaa44d62,2026-05-14 00:03:00,2026-05-14,tester,2026-05-14 00:03:14,https://www.commcarehq.org/form/f88a0cf5-a6a8-42c6-baca-098baf8f4d3a,tester
920,146acc9a-5ef5-436c-ab0a-2698fe20687a,community_02,Sarah,David,male,1988-05-25,,08000438780,https://www.commcarehq.org/photos/farmer_920.jpg,11,mixed_farming,7,family_land,5,rain-fed,---,rice groundnuts maize,2.9,3.6,3.5,---,---,---,10.4432406 7.3862522 0.0 20.0,yes,c278f7cd-7608-480e-a0c7-a79c104f99bf,2026-03-11 00:02:00,2026-03-11,tester,2026-03-11 00:02:14,https://www.commcarehq.org/form/146acc9a-5ef5-436c-ab0a-2698fe20687a,tester
921,ed8694e4-a583-4f87-a45f-5aadea17c051,community_07,John,Bello,male,1978-11-08,33868259457,08023691846,https://www.commcarehq.org/photos/farmer_921.jpg,6,crop_farming,3,owned,2,dam_reservoir,---,maize rice,---,3.8,0.9,rabbits,---,26,10.3625146 7.2423011 0.0 20.0,yes,c2189568-0595-461a-9ba4-1c678298d193,2026-03-05 00:06:00,2026-03-05,tester,2026-03-05 00:06:11,https://www.commcarehq.org/form/ed8694e4-a583-4f87-a45f-5aadea17c051,tester
922,80c61ec8-ccc9-4855-95f4-fdf628c73b07,community_06,Blessing,Balogun,female,1983-11-18,,08089390882,https://www.commcarehq.org/photos/farmer_922.jpg,4,crop_farming,24,owned,3,rain-fed,---,maize,---,5.4,---,---,---,---,10.5538262 7.4259887 0.0 20.0,yes,a1ea2e7e-d982-4a3c-af5a-23be47865068,2026-06-04 00:08:00,2026-06-04,tester,2026-06-04 00:08:06,https://www.commcarehq.org/form/80c61ec8-ccc9-4855-95f4-fdf628c73b07,tester
923,3ecef030-5894-4952-8662-60c56484c4ce,community_02,Elizabeth,James,female,2001-01-11,60626980028,08036021709,https://www.commcarehq.org/photos/farmer_923.jpg,12,livestock_farming,6,family_land,4,borehole,---,groundnuts maize,1.1,1.8,---,goats,10,---,10.2641472 7.5112549 0.0 20.0,yes,6a7587b3-4f82-422f-930a-94a4b241e796,2026-04-18 00:06:00,2026-04-18,tester,2026-04-18 00:06:07,https://www.commcarehq.org/form/3ecef030-5894-4952-8662-60c56484c4ce,tester
924,c5e95085-e39b-4f90-af11-2546a148b083,community_02,Rebecca,Ogunleye,female,1965-08-27,29882483110,+2348018472158,https://www.commcarehq.org/photos/farmer_924.jpg,7,livestock_farming,21,family_land,4,rain-fed,---,groundnuts rice,0.5,---,2.6,---,---,---,10.2846826 7.5901878 0.0 20.0,yes,01f29d06-91a6-4c31-b345-a0b0b3afd619,2026-04-19 00:07:00,2026-04-19,tester,2026-04-19 00:07:20,https://www.commcarehq.org/form/c5e95085-e39b-4f90-af11-2546a148b083,tester
925,61f23c45-74a4-46e6-bbee-f9ebad59502a,community_07,Naomi,Johnson,male,1990-05-10,97885859041,08002862783,https://www.commcarehq.org/photos/farmer_925.jpg,8,crop_farming,3,owned,3,rain-fed,---,maize,---,2.4,---,goats,4,---,10.4058694 7.2432901 0.0 20.0,yes,c1a3dd81-3303-40b3-8658-42870bd6c54a,2026-05-08 00:05:00,2026-05-08,tester,2026-05-08 00:05:17,https://www.commcarehq.org/form/61f23c45-74a4-46e6-bbee-f9ebad59502a,tester
926,68f8ad29-c7dc-4cf1-a41f-40bae53332e8,community_03,Joy,Okafor,male,1980-12-14,44051962597,08074318756,https://www.commcarehq.org/photos/farmer_926.jpg,1,livestock_farming,11,owned,2,rain-fed,---,rice maize groundnuts,1.6,1.3,2.2,goats rabbits,10,11,10.5742855 7.322754 0.0 20.0,yes,48676e90-0846-47cd-9762-e5f05b1e91b4,2026-06-08 00:08:00,2026-06-08,tester,2026-06-08 00:08:20,https://www.commcarehq.org/form/68f8ad29-c7dc-4cf1-a41f-40bae53332e8,tester
927,fd0dad1a-1442-4a9d-ba08-4e8c8a5d192f,community_01,Fatima,Garba,female,1998-09-25,91673703602,08073739116,https://www.commcarehq.org/photos/farmer_927.jpg,2,livestock_farming,9,owned,2,borehole,---,rice maize groundnuts,2.0,6.0,2.1,---,---,---,10.4625084 7.5006097 0.0 20.0,yes,d32059d3-5155-470c-90aa-1505b8141cb0,2026-06-25 00:06:00,2026-06-25,tester,2026-06-25 00:06:05,https://www.commcarehq.org/form/fd0dad1a-1442-4a9d-ba08-4e8c8a5d192f,tester
928,92450175-533b-4389-b7d2-e41aea5568d8,community_01,Samuel,Yakubu,male,1989-12-22,42478577987,08046096241,https://www.commcarehq.org/photos/farmer_928.jpg,8,crop_farming,11,owned,1,rain-fed,---,rice,---,---,2.2,goats,14,---,10.5401108 7.2842861 0.0 20.0,yes,8880df87-1513-4c6b-a07d-a3116281e346,2026-02-06 00:04:00,2026-02-06,tester,2026-02-06 00:04:19,https://www.commcarehq.org/form/92450175-533b-4389-b7d2-e41aea5568d8,tester
929,5c6ae3da-f99c-4860-8e6b-dc819b0f1ec3,community_05,Rebecca,Ibrahim,male,1952-10-16,,08061972176,https://www.commcarehq.org/photos/farmer_929.jpg,5,livestock_farming,27,owned,1,dam_reservoir,---,rice maize,---,1.0,0.7,goats,18,---,10.4008614 7.419559 0.0 20.0,yes,e7b4eef4-7894-486c-96ca-8acbe5c833be,2026-05-14 00:07:00,2026-05-14,tester,2026-05-14 00:07:20,https://www.commcarehq.org/form/5c6ae3da-f99c-4860-8e6b-dc819b0f1ec3,tester
930,68ed5a57-9888-42a8-8c3f-79e95c2f990e,community_07,Hauwa,Isa,male,1992-06-30,,08067693547,https://www.commcarehq.org/photos/farmer_930.jpg,6,crop_farming,2,leased,3,borehole,---,rice,---,---,1.4,goats,14,---,10.2762456 7.3875664 0.0 20.0,yes,1d83a03a-9ff3-4358-a6d1-1b22dc7e9805,2026-02-04 00:07:00,2026-02-04,tester,2026-02-04 00:07:11,https://www.commcarehq.org/form/68ed5a57-9888-42a8-8c3f-79e95c2f990e,tester
931,3e65f474-0e26-4355-abfa-34fdf4ccdecf,community_04,Ruth,Eze,female,1986-10-02,,08006190307,https://www.commcarehq.org/photos/farmer_931.jpg,1,crop_farming,5,owned,1,river_stream,---,rice groundnuts maize,1.2,0.5,2.4,goats rabbits,17,17,10.2488773 7.4379217 0.0 20.0,yes,97e0201e-99dc-4e25-a9a2-2a4958c49a24,2026-02-17 00:02:00,2026-02-17,tester,2026-02-17 00:02:08,https://www.commcarehq.org/form/3e65f474-0e26-4355-abfa-34fdf4ccdecf,tester
932,dc47bc22-8590-4534-a217-43a420ac5af4,community_02,Daniel,Eze,male,1973-05-25,,08046356001,https://www.commcarehq.org/photos/farmer_932.jpg,7,crop_farming,30,owned,2,irrigation_scheme,---,maize,---,5.6,---,---,---,---,10.2874874 7.5455474 0.0 20.0,yes,6e2c2f48-07cb-4d34-b087-e982a595be47,2026-05-04 00:02:00,2026-05-04,tester,2026-05-04 00:02:16,https://www.commcarehq.org/form/dc47bc22-8590-4534-a217-43a420ac5af4,tester
933,55f8c4f8-097d-462b-a8df-eeaf07dfabfe,community_07,Ibrahim,Ahmed,female,1987-05-13,72502294975,08004510202,https://www.commcarehq.org/photos/farmer_933.jpg,10,crop_farming,19,family_land,1,rain-fed,---,rice groundnuts,0.6,---,3.5,---,---,---,10.3061195 7.2304319 0.0 20.0,yes,3cde2613-6dff-4aed-bc03-5da00319f662,2026-06-24 00:07:00,2026-06-24,tester,2026-06-24 00:07:16,https://www.commcarehq.org/form/55f8c4f8-097d-462b-a8df-eeaf07dfabfe,tester
934,4e55328a-7828-458a-b19b-343b6fad3abd,community_02,Samuel,David,male,2008-04-13,23364663320,08045719713,https://www.commcarehq.org/photos/farmer_934.jpg,1,mixed_farming,1,family_land,2,borehole,---,rice groundnuts,2.9,---,0.5,goats rabbits,12,27,10.5498691 7.501605 0.0 20.0,yes,7c7b2681-f229-4e0a-a104-f46819f33c9a,2026-03-01 00:08:00,2026-03-01,tester,2026-03-01 00:08:05,https://www.commcarehq.org/form/4e55328a-7828-458a-b19b-343b6fad3abd,tester
935,3dc6ea4d-8747-4ba7-b092-a58eb6a295d0,community_01,Grace,Eze,female,1998-01-16,13681345514,08026316206,https://www.commcarehq.org/photos/farmer_935.jpg,3,crop_farming,5,owned,1,rain-fed,---,maize groundnuts,1.1,3.5,---,goats,16,---,10.2198044 7.2027749 0.0 20.0,yes,5a13352f-f8d2-4064-a6c2-5ddd5a2ebbb9,2026-02-28 00:02:00,2026-02-28,tester,2026-02-28 00:02:19,https://www.commcarehq.org/form/3dc6ea4d-8747-4ba7-b092-a58eb6a295d0,tester
936,db9af566-4d46-4ac3-ae3d-d2b77dc3f121,community_03,Ahmed,Ahmed,female,1988-03-14,18623343023,08041169275,https://www.commcarehq.org/photos/farmer_936.jpg,1,crop_farming,3,family_land,1,rain-fed,---,groundnuts maize,1.8,0.9,---,rabbits,---,3,10.2715081 7.216583 0.0 20.0,yes,184dd698-52dd-4dd2-b2da-0a41e91bff8c,2026-01-17 00:07:00,2026-01-17,tester,2026-01-17 00:07:20,https://www.commcarehq.org/form/db9af566-4d46-4ac3-ae3d-d2b77dc3f121,tester
937,40346b67-6c06-4eec-a457-0be27e824c12,community_05,Joy,Mohammed,female,1985-05-27,64409905725,08023844541,https://www.commcarehq.org/photos/farmer_937.jpg,2,crop_farming,22,family_land,2,rain-fed,---,groundnuts,1.9,---,---,rabbits,---,5,10.5655656 7.2399194 0.0 20.0,yes,8c1accf4-c944-49f7-a6d9-1fc7665c0c19,2026-03-12 00:08:00,2026-03-12,tester,2026-03-12 00:08:15,https://www.commcarehq.org/form/40346b67-6c06-4eec-a457-0be27e824c12,tester
938,ccda5622-7fd3-4cce-8d6d-c496f0fcac41,community_05,Ruth,Abdullahi,female,1980-06-06,28632976876,8023045743,https://www.commcarehq.org/photos/farmer_938.jpg,3,livestock_farming,25,family_land,1,borehole,---,groundnuts maize rice,2.9,2.3,2.3,goats,16,---,10.3290381 7.2758386 0.0 20.0,yes,8baf094f-fdb0-4c24-87d8-0c543580903e,2026-06-08 00:04:00,2026-06-08,tester,2026-06-08 00:04:10,https://www.commcarehq.org/form/ccda5622-7fd3-4cce-8d6d-c496f0fcac41,tester
939,ea8650a3-a348-4316-b33c-69423fc3bf2c,community_04,Esther,Okafor,male,1970-07-18,92340524177,08069277861,https://www.commcarehq.org/photos/farmer_939.jpg,1,crop_farming,28,owned,3,rain-fed,---,maize rice,---,2.1,2.9,goats,19,---,10.4891346 7.3571595 0.0 20.0,yes,f8eb3e8f-27e4-43ce-9372-8a582c60e322,2026-02-03 00:07:00,2026-02-03,tester,2026-02-03 00:07:12,https://www.commcarehq.org/form/ea8650a3-a348-4316-b33c-69423fc3bf2c,tester
940,52215d21-0fe0-4b11-a307-aac22c8c7e95,community_04,Mercy,Balogun,male,1980-04-18,,08012988889,https://www.commcarehq.org/photos/farmer_940.jpg,8,crop_farming,7,owned,6,river_stream,---,maize,---,2.9,---,goats,24,---,10.2708211 7.5494667 0.0 20.0,yes,c4a68262-9873-4956-84f3-0acb18ac409c,2026-02-13 00:08:00,2026-02-13,tester,2026-02-13 00:08:18,https://www.commcarehq.org/form/52215d21-0fe0-4b11-a307-aac22c8c7e95,tester
941,4084f1c1-dd2a-459e-9c37-be32ae2928f8,community_02,John,Daniel,male,2004-02-21,37086137117,08022104252,https://www.commcarehq.org/photos/farmer_941.jpg,7,crop_farming,1,family_land,3,rain-fed,---,maize rice groundnuts,1.8,5.9,0.8,rabbits,---,28,10.3092443 7.3964477 0.0 20.0,yes,7eb57854-0be6-4d4c-ae1a-454b0ed3fef3,2026-03-06 00:07:00,2026-03-06,tester,2026-03-06 00:07:17,https://www.commcarehq.org/form/4084f1c1-dd2a-459e-9c37-be32ae2928f8,tester
942,646ce551-feb6-4fe0-bc59-1f257f78f619,community_02,Blessing,Eze,female,1961-03-10,53827123811,+2348029683683,https://www.commcarehq.org/photos/farmer_942.jpg,2,crop_farming,42,owned,3,rain-fed,---,groundnuts rice maize,1.3,3.3,3.6,goats,12,---,10.5990569 7.2102844 0.0 20.0,yes,862df85a-d6eb-4f71-92d1-0d4ccec4ebad,2026-02-05 00:04:00,2026-02-05,tester,2026-02-05 00:04:17,https://www.commcarehq.org/form/646ce551-feb6-4fe0-bc59-1f257f78f619,tester
943,6f338bbb-e28a-401d-a68e-38b5efe26b03,community_07,Naomi,Garba,female,1980-04-17,17493760783,08096960473,https://www.commcarehq.org/photos/farmer_943.jpg,2,crop_farming,10,family_land,1,borehole,---,maize groundnuts rice,1.3,3.0,3.5,goats,4,---,10.2035955 7.2429924 0.0 20.0,yes,801bd3d4-ee95-41d8-8ab5-107a3b0fd2ef,2026-01-01 00:03:00,2026-01-01,tester,2026-01-01 00:03:11,https://www.commcarehq.org/form/6f338bbb-e28a-401d-a68e-38b5efe26b03,tester
944,2bc76af7-0a67-4301-b497-3772cc52ee60,community_01,Grace,Yusuf,female,1973-11-10,85681550095,08049896115,https://www.commcarehq.org/photos/farmer_944.jpg,3,mixed_farming,10,owned,2,borehole,---,rice maize groundnuts,0.9,6.1,2.8,goats,10,---,10.254566 7.3569026 0.0 20.0,yes,d505dc42-5919-429e-9c97-7665188d43fa,2026-02-27 00:08:00,2026-02-27,tester,2026-02-27 00:08:20,https://www.commcarehq.org/form/2bc76af7-0a67-4301-b497-3772cc52ee60,tester
945,160b05a3-62e2-4830-9061-097ed1e055b3,community_01,Yusuf,Tanko,male,1990-09-17,95328718085,8029662747,https://www.commcarehq.org/photos/farmer_945.jpg,7,crop_farming,16,owned,2,rain-fed,---,groundnuts maize rice,1.6,3.3,3.0,goats,13,---,10.4420977 7.4919053 0.0 20.0,yes,e801faf1-20f6-4560-be3a-c16a52acc4d2,2026-03-23 00:02:00,2026-03-23,tester,2026-03-23 00:02:13,https://www.commcarehq.org/form/160b05a3-62e2-4830-9061-097ed1e055b3,tester
946,051dfb4f-9f2b-49d1-8366-5b063eb3ee68,community_06,Peter,Okafor,male,1990-06-27,,+2348057669406,https://www.commcarehq.org/photos/farmer_946.jpg,4,livestock_farming,13,owned,2,rain-fed,---,groundnuts,0.6,---,---,rabbits,---,12,10.4653143 7.3518758 0.0 20.0,yes,f336fbc3-f4be-43f6-80a9-314379b08950,2026-03-15 00:02:00,2026-03-15,tester,2026-03-15 00:02:05,https://www.commcarehq.org/form/051dfb4f-9f2b-49d1-8366-5b063eb3ee68,tester
947,a4f51b61-6788-4756-8214-598543c13a04,community_06,Sarah,Tanko,male,1985-10-28,94980987468,08063338644,https://www.commcarehq.org/photos/farmer_947.jpg,8,mixed_farming,14,leased,2,rain-fed,---,maize,---,5.8,---,goats,25,---,10.3410479 7.5681939 0.0 20.0,yes,f0c11de9-a388-4244-9acc-856efe9206ee,2026-01-20 00:03:00,2026-01-20,tester,2026-01-20 00:03:10,https://www.commcarehq.org/form/a4f51b61-6788-4756-8214-598543c13a04,tester
948,52588c5e-59a8-40d7-9de7-89aa14983186,community_07,Joy,Balogun,male,1988-09-10,,08006878856,https://www.commcarehq.org/photos/farmer_948.jpg,4,mixed_farming,14,owned,1,rain-fed,---,maize groundnuts,0.9,5.4,---,---,---,---,10.215219 7.2003686 0.0 20.0,yes,410f3d17-6370-4485-80eb-29b59096ec00,2026-01-23 00:04:00,2026-01-23,tester,2026-01-23 00:04:07,https://www.commcarehq.org/form/52588c5e-59a8-40d7-9de7-89aa14983186,tester
949,6d389066-d930-475e-875d-f70b59fd7240,community_07,Musa,Peter,male,1969-02-02,85998282694,08037298321,https://www.commcarehq.org/photos/farmer_949.jpg,5,mixed_farming,11,owned,1,rain-fed,---,groundnuts rice,1.2,---,1.9,goats,21,---,10.3984105 7.3795294 0.0 20.0,yes,edfeb175-5dbe-4798-9109-494924f9a6dc,2026-06-16 00:05:00,2026-06-16,tester,2026-06-16 00:05:16,https://www.commcarehq.org/form/6d389066-d930-475e-875d-f70b59fd7240,tester
950,34205b5a-2881-43b2-b0d6-6cd1d2167260,community_07,Naomi,Haruna,male,1988-06-19,21222625339,08048802976,https://www.commcarehq.org/photos/farmer_950.jpg,3,crop_farming,17,family_land,1,river_stream,---,groundnuts rice,2.2,---,2.7,rabbits,---,32,10.5642376 7.4161149 0.0 20.0,yes,93d27d08-3ed8-4041-8cd9-e4b55d518c84,2026-06-25 00:02:00,2026-06-25,tester,2026-06-25 00:02:06,https://www.commcarehq.org/form/34205b5a-2881-43b2-b0d6-6cd1d2167260,tester
951,17bfe615-203d-4db5-b8b0-d8e12cdb89fe,community_04,Elizabeth,Usman,male,1952-11-06,,08074839332,https://www.commcarehq.org/photos/farmer_951.jpg,7,livestock_farming,33,owned,2,borehole,---,maize,---,5.1,---,rabbits,---,5,10.255884 7.4497048 0.0 20.0,yes,039ac431-1e7a-4102-b522-c8bbd030e81c,2026-04-06 00:03:00,2026-04-06,tester,2026-04-06 00:03:12,https://www.commcarehq.org/form/17bfe615-203d-4db5-b8b0-d8e12cdb89fe,tester
952,89a2bb8f-7642-463f-8da2-3b6792454d8a,community_06,Mercy,Eze,female,1997-03-03,36123043331,08037095374,https://www.commcarehq.org/photos/farmer_952.jpg,10,mixed_farming,7,owned,2,rain-fed,---,groundnuts maize rice,2.5,3.4,1.1,---,---,---,10.3680262 7.3142597 0.0 20.0,yes,078a9839-490a-4410-8bf7-ef02c704cae0,2026-03-07 00:07:00,2026-03-07,tester,2026-03-07 00:07:09,https://www.commcarehq.org/form/89a2bb8f-7642-463f-8da2-3b6792454d8a,tester
953,59c03880-cb76-4a29-abc1-d0e485067b23,community_03,Naomi,haruna,female,1996-04-10,66065129117,08058936177,https://www.commcarehq.org/photos/farmer_953.jpg,5,crop_farming,2,owned,5,rain-fed,---,rice groundnuts maize,2.6,2.6,0.8,---,---,---,10.432951 7.499656 0.0 20.0,yes,22b169ba-3818-4987-84c9-d6d229d759d4,2026-03-12 00:04:00,2026-03-12,tester,2026-03-12 00:04:17,https://www.commcarehq.org/form/59c03880-cb76-4a29-abc1-d0e485067b23,tester
954,a4ffec82-5ed8-4190-ae47-329cc42181db,community_05,Musa,Ahmed,male,1974-03-15,,08002918987,https://www.commcarehq.org/photos/farmer_954.jpg,6,crop_farming,1,family_land,3,borehole,---,rice maize groundnuts,0.8,4.6,1.8,---,---,---,10.4464262 7.5013697 0.0 20.0,yes,4f45b38f-fe31-4cc0-a498-8814317499a1,2026-02-06 00:08:00,2026-02-06,tester,2026-02-06 00:08:15,https://www.commcarehq.org/form/a4ffec82-5ed8-4190-ae47-329cc42181db,tester
955,4cab49cd-100d-4c53-ac0f-5c7e13547a2a,community_07,Suleiman,Peter,female,1985-07-23,70459042622,08047842802,https://www.commcarehq.org/photos/farmer_955.jpg,12,mixed_farming,5,family_land,5,rain-fed,---,groundnuts maize,1.4,4.4,---,---,---,---,10.4666559 7.2804875 0.0 20.0,yes,bc5e39ed-cab1-44c0-be90-9e10d1c1d603,2026-05-24 00:08:00,2026-05-24,tester,2026-05-24 00:08:17,https://www.commcarehq.org/form/4cab49cd-100d-4c53-ac0f-5c7e13547a2a,tester
956,c05d335b-36c1-4bd4-864a-4117bd85e2fd,community_04,Naomi,Yakubu,male,2002-07-24,80399932171,+2348090346344,https://www.commcarehq.org/photos/farmer_956.jpg,6,livestock_farming,1,owned,2,rain-fed,---,maize groundnuts,1.4,5.8,---,goats,24,---,10.5454475 7.2287005 0.0 20.0,yes,ed7b527b-e174-41fb-a74f-c08f8158c074,2026-03-27 00:05:00,2026-03-27,tester,2026-03-27 00:05:11,https://www.commcarehq.org/form/c05d335b-36c1-4bd4-864a-4117bd85e2fd,tester
957,217c28a7-f2f9-4a24-9b43-c3a494213bb8,community_02,James,Philip,male,2005-12-27,20325491636,08050179473,https://www.commcarehq.org/photos/farmer_957.jpg,8,mixed_farming,3,owned,3,other,Spring Water,groundnuts,1.9,---,---,rabbits,---,12,10.3978642 7.2203801 0.0 20.0,yes,d420a1c1-e83f-4367-96f0-23178fb78864,2026-04-10 00:06:00,2026-04-10,tester,2026-04-10 00:06:10,https://www.commcarehq.org/form/217c28a7-f2f9-4a24-9b43-c3a494213bb8,tester
958,3e99a7f2-0e67-4a5c-b8b6-c2531f6eb8b8,community_02,Daniel,Haruna,female,2004-04-29,26927717830,08012570421,https://www.commcarehq.org/photos/farmer_958.jpg,2,livestock_farming,1,family_land,2,rain-fed,---,groundnuts maize,2.5,1.5,---,goats,8,---,10.38818 7.4564693 0.0 20.0,yes,37855e44-b0c9-4533-a858-64d99c214935,2026-04-27 00:04:00,2026-04-27,tester,2026-04-27 00:04:17,https://www.commcarehq.org/form/3e99a7f2-0e67-4a5c-b8b6-c2531f6eb8b8,tester
959,4de51267-2e24-42ff-9425-84814ec2dbc3,community_04,Musa,Isa,female,1985-07-11,,08088727407,https://www.commcarehq.org/photos/farmer_959.jpg,5,crop_farming,23,leased,1,rain-fed,---,rice groundnuts maize,2.6,1.0,2.4,rabbits,---,17,10.5339218 7.4160171 0.0 20.0,yes,f7a6afa9-5037-4d32-8aad-fcad2202b15c,2026-04-20 00:08:00,2026-04-20,tester,2026-04-20 00:08:15,https://www.commcarehq.org/form/4de51267-2e24-42ff-9425-84814ec2dbc3,tester
960,2c4e9991-4be9-4914-bcd8-160af227a415,community_04,David,Peter,female,1982-08-14,,08087095046,https://www.commcarehq.org/photos/farmer_960.jpg,4,crop_farming,13,family_land,3,rain-fed,---,rice,---,---,1.4,goats,12,---,10.3119524 7.2040684 0.0 20.0,yes,e6e09b7a-11e6-4f21-bf42-c156713a785b,2026-06-25 00:05:00,2026-06-25,tester,2026-06-25 00:05:06,https://www.commcarehq.org/form/2c4e9991-4be9-4914-bcd8-160af227a415,tester
961,e50000e6-a065-4ad6-b098-8fe881f8bc48,community_05,Ahmed,Adeyemi,female,1966-03-23,58183982454,08061761238,https://www.commcarehq.org/photos/farmer_961.jpg,6,crop_farming,7,owned,6,rain-fed,---,maize rice,---,3.8,2.1,goats,24,---,10.3592068 7.2607051 0.0 20.0,yes,66893630-6b8b-407b-918c-11796fe08cce,2026-06-09 00:04:00,2026-06-09,tester,2026-06-09 00:04:07,https://www.commcarehq.org/form/e50000e6-a065-4ad6-b098-8fe881f8bc48,tester
962,39d5669a-2362-483c-9a01-2bc0645c113c,community_04,rebecca,abdullahi,female,1958-11-01,21652426778,08032442030,https://www.commcarehq.org/photos/farmer_962.jpg,5,crop_farming,11,leased,3,borehole,---,rice,---,---,2.8,---,---,---,10.4254214 7.525842 0.0 20.0,yes,e237cd98-10a4-44d3-b621-3306de26d28b,2026-02-03 00:06:00,2026-02-03,tester,2026-02-03 00:06:14,https://www.commcarehq.org/form/39d5669a-2362-483c-9a01-2bc0645c113c,tester
963,3a32f88f-5fda-4025-8969-197a5f9efdc7,community_04,James,Okafor,female,1992-01-28,70072643188,08080895460,https://www.commcarehq.org/photos/farmer_963.jpg,8,mixed_farming,3,family_land,3,rain-fed,---,rice groundnuts,0.9,---,1.2,---,---,---,10.5137215 7.3458374 0.0 20.0,yes,ae94bbc6-d320-460a-b472-5a09670e2b04,2026-06-01 00:08:00,2026-06-01,tester,2026-06-01 00:08:11,https://www.commcarehq.org/form/3a32f88f-5fda-4025-8969-197a5f9efdc7,tester
964,608e6cf0-fc44-42e6-a6c9-536296e9f8fb,community_03,Amina,Philip,male,1975-04-27,65966391497,08035320559,https://www.commcarehq.org/photos/farmer_964.jpg,10,livestock_farming,14,owned,4,rain-fed,---,rice maize groundnuts,2.6,3.1,1.3,goats rabbits,2,30,10.2894181 7.5097379 0.0 20.0,yes,fc135642-fb8d-497f-b7dc-9be086dce916,2026-04-07 00:04:00,2026-04-07,tester,2026-04-07 00:04:18,https://www.commcarehq.org/form/608e6cf0-fc44-42e6-a6c9-536296e9f8fb,tester
965,702f4907-bf71-42a7-b058-b74b72440f30,community_03,Samuel,Ojo,male,1986-01-15,56630955272,08042814433,https://www.commcarehq.org/photos/farmer_965.jpg,6,crop_farming,20,owned,3,rain-fed,---,rice maize,---,5.0,1.3,---,---,---,10.4069937 7.4010455 0.0 20.0,yes,dce623a7-5c16-47f9-8996-dce14dbef814,2026-01-15 00:08:00,2026-01-15,tester,2026-01-15 00:08:10,https://www.commcarehq.org/form/702f4907-bf71-42a7-b058-b74b72440f30,tester
966,8ac4be17-08a4-4b43-b60a-72338372e701,community_02,Mary,Peter,female,1969-12-13,87449707826,08030002137,https://www.commcarehq.org/photos/farmer_966.jpg,9,livestock_farming,3,owned,3,rain-fed,---,maize groundnuts,2.1,4.9,---,goats,14,---,10.2927908 7.429495 0.0 20.0,yes,a222d450-3a3e-4e0a-bb83-42d483de2423,2026-05-22 00:06:00,2026-05-22,tester,2026-05-22 00:06:13,https://www.commcarehq.org/form/8ac4be17-08a4-4b43-b60a-72338372e701,tester
967,f47c695a-aff0-4faf-ab63-a2b5084262b5,community_01,Mary,Okafor,male,1953-11-07,28120617866,08019316667,https://www.commcarehq.org/photos/farmer_967.jpg,5,livestock_farming,38,family_land,1,rain-fed,---,groundnuts maize rice,2.2,2.2,3.4,goats,16,---,10.4953323 7.4358509 0.0 20.0,yes,21ca1e10-8dc8-4598-a9fe-fd642232af29,2026-02-28 00:08:00,2026-02-28,tester,2026-02-28 00:08:09,https://www.commcarehq.org/form/f47c695a-aff0-4faf-ab63-a2b5084262b5,tester
968,99157d00-0a15-495d-9f8b-ed225af099f4,community_02,Mercy,Ogunleye,male,1988-12-23,,08006885988,https://www.commcarehq.org/photos/farmer_968.jpg,4,crop_farming,7,owned,2,rain-fed,---,maize groundnuts,0.6,1.1,---,goats rabbits,9,38,10.4658037 7.4534556 0.0 20.0,yes,ad9988d7-098e-48bc-93d3-e715501d6dab,2026-04-25 00:07:00,2026-04-25,tester,2026-04-25 00:07:05,https://www.commcarehq.org/form/99157d00-0a15-495d-9f8b-ed225af099f4,tester
