number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user
762,84b830dc-1100-41d7-b96a-e0382faaf4f6,community_07,Samuel,Tanko,male,2002-09-26,35126255821,08020003275,https://www.commcarehq.org/photos/farmer_762.jpg,4,crop_farming,6,owned,3,dam_reservoir,---,groundnuts,0.6,---,---,---,---,---,10.4099056 7.2332898 0.0 20.0,yes,3042d4d1-befe-416c-90e8-ddea73d9a5e8,2026-02-28 00:07:00,2026-02-28,tester,2026-02-28 00:07:18,https://www.commcarehq.org/form/84b830dc-1100-41d7-b96a-e0382faaf4f6,tester
763,84abe96c-a93c-45ba-94fd-3682aefa804b,community_07,Emmanuel,Philip,male,1994-07-08,18618210508,08068514806,https://www.commcarehq.org/photos/farmer_763.jpg,4,mixed_farming,4,family_land,6,borehole,---,maize rice,---,1.0,3.0,goats,13,---,10.2129444 7.2459294 0.0 20.0,yes,a612e751-6758-4044-b747-cb43002740b5,2026-05-18 00:08:00,2026-05-18,tester,2026-05-18 00:08:13,https://www.commcarehq.org/form/84abe96c-a93c-45ba-94fd-3682aefa804b,tester
764,83dd5840-3946-4c4f-ad5d-3f8b641e778f,community_05,Sarah,Usman,female,1996-07-02,29120321689,08013162712,https://www.commcarehq.org/photos/farmer_764.jpg,4,crop_farming,8,owned,1,other,Spring Water,rice,---,---,0.6,---,---,---,10.4837857 7.2884454 0.0 20.0,yes,f05dda31-a6c5-4aab-9656-d7052f139f47,2026-04-20 00:06:00,2026-04-20,tester,2026-04-20 00:06:17,https://www.commcarehq.org/form/83dd5840-3946-4c4f-ad5d-3f8b641e778f,tester
765,1326cf41-67bf-435f-8506-3ab986147616,community_06,Ruth,Balogun,female,2005-07-06,19675362877,08093424052,https://www.commcarehq.org/photos/farmer_765.jpg,11,mixed_farming,1,owned,5,river_stream,---,rice,---,---,0.5,goats rabbits,5,2,10.3271405 7.2072634 0.0 20.0,yes,af8f4106-1362-4ead-8dfb-969d38e7a4ab,2026-04-15 00:06:00,2026-04-15,tester,2026-04-15 00:06:18,https://www.commcarehq.org/form/1326cf41-67bf-435f-8506-3ab986147616,tester
766,986d1f0c-b849-47de-9580-aab9e144f93a,community_01,Suleiman,Lawal,male,1993-07-12,27878422809,08069938144,https://www.commcarehq.org/photos/farmer_766.jpg,5,mixed_farming,12,leased,2,rain-fed,---,rice groundnuts,2.0,---,0.7,goats,5,---,10.5105174 7.5268285 0.0 20.0,yes,1d0b3fff-31dd-43d9-b836-ea39c205d0cc,2026-06-25 00:05:00,2026-06-25,tester,2026-06-25 00:05:10,https://www.commcarehq.org/form/986d1f0c-b849-47de-9580-aab9e144f93a,tester
767,78e46284-3ef5-44ac-b1d8-e955f2f4f169,community_03,Yusuf,SANI,male,2008-03-14,46271609581,08050229857,https://www.commcarehq.org/photos/farmer_767.jpg,3,crop_farming,1,owned,2,rain-fed,---,groundnuts maize rice,2.9,5.1,2.8,goats rabbits,7,24,10.4254124 7.3771819 0.0 20.0,yes,7b2dd8c3-7e2b-4c29-b659-47679a2bb605,2026-06-03 00:06:00,2026-06-03,tester,2026-06-03 00:06:07,https://www.commcarehq.org/form/78e46284-3ef5-44ac-b1d8-e955f2f4f169,tester
768,c9ee75a1-99ab-4b65-8c4e-9b47fbd4a27e,community_01,John,Abdullahi,male,1978-03-21,71552715085,08041838190,https://www.commcarehq.org/photos/farmer_768.jpg,7,livestock_farming,19,owned,1,rain-fed,---,rice groundnuts,1.0,---,3.2,goats,24,---,10.5107409 7.2243152 0.0 20.0,yes,5d4f8415-2e43-4892-b3b7-87f6efaeeb0f,2026-02-20 00:04:00,2026-02-20,tester,2026-02-20 00:04:19,https://www.commcarehq.org/form/c9ee75a1-99ab-4b65-8c4e-9b47fbd4a27e,tester
769,58906f57-5579-4e45-938f-a7ac055e43c1,community_03,Suleiman,Bello,male,1976-10-22,43163666831,08009431128,https://www.commcarehq.org/photos/farmer_769.jpg,7,livestock_farming,9,owned,3,rain-fed,---,groundnuts rice,1.0,---,2.9,---,---,---,10.4706505 7.5530059 0.0 20.0,yes,79c665e9-d901-4777-94bc-4dc59b384a0a,2026-04-04 00:07:00,2026-04-04,tester,2026-04-04 00:07:17,https://www.commcarehq.org/form/58906f57-5579-4e45-938f-a7ac055e43c1,tester
770,3ad18fcd-4ec6-404f-9db0-bccc25ad126b,community_04,Mary,Sani,female,1992-09-18,43056974254,08009564425,https://www.commcarehq.org/photos/farmer_770.jpg,7,mixed_farming,10,family_land,2,irrigation_scheme,---,maize rice groundnuts,0.8,6.3,2.1,---,---,---,10.4975269 7.2541751 0.0 20.0,yes,c6833df0-543a-4151-8f76-a0d81ccfa010,2026-03-29 00:04:00,2026-03-29,tester,2026-03-29 00:04:12,https://www.commcarehq.org/form/3ad18fcd-4ec6-404f-9db0-bccc25ad126b,tester
771,886e34bd-c0b4-43e4-aa46-daaa3e5babc4,community_02,Samuel,Haruna,male,1980-06-27,,08072592636,https://www.commcarehq.org/photos/farmer_771.jpg,8,crop_farming,20,family_land,3,rain-fed,---,maize groundnuts,2.8,3.5,---,goats rabbits,19,32,10.4104991 7.598399 0.0 20.0,yes,1948e338-9e6b-4fa5-af69-9b63660dbe87,2026-03-20 00:07:00,2026-03-20,tester,2026-03-20 00:07:06,https://www.commcarehq.org/form/886e34bd-c0b4-43e4-aa46-daaa3e5babc4,tester
772,3839f461-a07c-415b-ae13-35ff39034735,community_04,Yusuf,Daniel,male,1994-07-23,,08043868306,https://www.commcarehq.org/photos/farmer_772.jpg,6,mixed_farming,3,owned,3,rain-fed,---,groundnuts,2.8,---,---,goats,20,---,10.2519583 7.4217303 0.0 20.0,yes,eda4630c-1838-416e-8116-c3803bf09edd,2026-01-12 00:07:00,2026-01-12,tester,2026-01-12 00:07:10,https://www.commcarehq.org/form/3839f461-a07c-415b-ae13-35ff39034735,tester
773,a465069e-9ff1-4253-893b-5ed6cb8f29f8,community_02,Emmanuel,Peter,female,1980-02-02,42034446334,08036316150,https://www.commcarehq.org/photos/farmer_773.jpg,4,crop_farming,3,owned,3,rain-fed,---,rice,---,---,1.7,goats,24,---,10.5954522 7.5652988 0.0 20.0,yes,dce1f440-475b-4ef4-9982-1599b4d40c39,2026-01-11 00:05:00,2026-01-11,tester,2026-01-11 00:05:08,https://www.commcarehq.org/form/a465069e-9ff1-4253-893b-5ed6cb8f29f8,tester
774,fed6df56-883d-482d-a2ff-3cd8723186ac,community_03,Fatima,Daniel,male,1990-09-25,24566931133,08071595916,https://www.commcarehq.org/photos/farmer_774.jpg,3,crop_farming,13,owned,4,irrigation_scheme,---,rice groundnuts maize,1.4,2.3,2.0,---,---,---,10.2017484 7.302668 0.0 20.0,yes,1f40135e-c18e-4776-bfb4-1b69be9ac2af,2026-03-29 00:06:00,2026-03-29,tester,2026-03-29 00:06:15,https://www.commcarehq.org/form/fed6df56-883d-482d-a2ff-3cd8723186ac,tester
775,c46dca45-2cdc-4e8b-9cc7-ea15aaccc169,community_01,David,Daniel,female,1988-10-28,93919080695,08083721495,https://www.commcarehq.org/photos/farmer_775.jpg,10,mixed_farming,8,owned,2,other,Rainwater Harvesting,rice groundnuts,1.0,---,2.9,goats,20,---,10.579559 7.4706138 0.0 20.0,yes,1bfa48ce-e3d8-454b-8240-110d37acc0c5,2026-04-28 00:08:00,2026-04-28,tester,2026-04-28 00:08:06,https://www.commcarehq.org/form/c46dca45-2cdc-4e8b-9cc7-ea15aaccc169,tester
776,0911b8b8-82a3-4f9f-846f-142c624feded,community_03,Elizabeth,Ali,male,1970-08-02,14461065982,08028264589,https://www.commcarehq.org/photos/farmer_776.jpg,10,mixed_farming,15,owned,3,rain-fed,---,groundnuts maize rice,0.8,5.6,1.3,rabbits,---,28,10.2168495 7.2222613 0.0 20.0,yes,28725eeb-555e-4be5-a1c6-4c3455d0df19,2026-02-07 00:06:00,2026-02-07,tester,2026-02-07 00:06:12,https://www.commcarehq.org/form/0911b8b8-82a3-4f9f-846f-142c624feded,tester
777,d50e9f0c-56a7-4206-85a4-942befad64c0,community_05,Samuel,Balogun,male,1996-01-29,55353393484,08045878901,https://www.commcarehq.org/photos/farmer_777.jpg,4,mixed_farming,12,owned,1,rain-fed,---,rice groundnuts maize,1.1,4.7,1.8,rabbits,---,19,10.3964278 7.2052564 0.0 20.0,yes,140399fc-1dfd-4b1f-8e95-6c608d603576,2026-06-27 00:08:00,2026-06-27,tester,2026-06-27 00:08:05,https://www.commcarehq.org/form/d50e9f0c-56a7-4206-85a4-942befad64c0,tester
778,13811d04-b05a-48da-8390-c1e3c5c86ea6,community_05,Naomi,Haruna,female,1992-01-16,37749920882,08044249248,https://www.commcarehq.org/photos/farmer_778.jpg,8,crop_farming,15,family_land,1,rain-fed,---,rice maize groundnuts,1.9,1.4,2.3,rabbits,---,11,10.5574323 7.474807 0.0 20.0,yes,9459accd-bf8e-4332-aa0c-799bae418622,2026-06-14 00:08:00,2026-06-14,tester,2026-06-14 00:08:17,https://www.commcarehq.org/form/13811d04-b05a-48da-8390-c1e3c5c86ea6,tester
779,24c2d5d4-50d5-4d75-b0b5-9155b07ecf26,community_02,Samuel,Yusuf,male,1989-06-02,69878312839,08003750269,https://www.commcarehq.org/photos/farmer_779.jpg,6,livestock_farming,19,family_land,5,rain-fed,---,groundnuts,2.7,---,---,---,---,---,10.2534145 7.4738849 0.0 20.0,yes,2d6adf44-3453-44e1-acdf-c6687948918f,2026-04-06 00:07:00,2026-04-06,tester,2026-04-06 00:07:13,https://www.commcarehq.org/form/24c2d5d4-50d5-4d75-b0b5-9155b07ecf26,tester
780,92362f7d-bfeb-4d9b-b242-8c90a8f62b4b,community_01,Joseph,Abdullahi,male,1984-08-30,84138399353,08004910574,https://www.commcarehq.org/photos/farmer_780.jpg,12,mixed_farming,24,leased,2,rain-fed,---,groundnuts,1.6,---,---,---,---,---,10.3770538 7.3517228 0.0 20.0,yes,ef1bb8e6-bd5f-4033-bb50-b7db281761fc,2026-06-15 00:04:00,2026-06-15,tester,2026-06-15 00:04:18,https://www.commcarehq.org/form/92362f7d-bfeb-4d9b-b242-8c90a8f62b4b,tester
781,4dadb0fe-1ddc-4811-8333-d13da8626aba,community_01,Grace,Johnson,female,1999-07-08,16309228930,08084701316,https://www.commcarehq.org/photos/farmer_781.jpg,7,livestock_farming,4,family_land,4,rain-fed,---,groundnuts maize rice,2.8,5.2,2.2,---,---,---,10.4615811 7.5440382 0.0 20.0,yes,a72df4e6-8fb6-484e-8531-8c27bc9e0239,2026-02-28 00:08:00,2026-02-28,tester,2026-02-28 00:08:18,https://www.commcarehq.org/form/4dadb0fe-1ddc-4811-8333-d13da8626aba,tester
782,891521b4-646f-4f88-a1bb-186d65a8180c,community_02,Deborah,Balogun,female,1972-04-20,47546586273,08061241722,https://www.commcarehq.org/photos/farmer_782.jpg,10,crop_farming,15,leased,2,rain-fed,---,rice maize groundnuts,1.8,5.0,3.7,rabbits,---,35,10.3280923 7.3985618 0.0 20.0,yes,dcb55671-509f-4e84-94ce-d4a0a5a8ba23,2026-04-28 00:04:00,2026-04-28,tester,2026-04-28 00:04:06,https://www.commcarehq.org/form/891521b4-646f-4f88-a1bb-186d65a8180c,tester
783,43c04ce7-9710-4808-9ad5-2d7d925010db,community_06,Esther,Ahmed,female,1988-05-31,94130810523,08000975176,https://www.commcarehq.org/photos/farmer_783.jpg,6,mixed_farming,19,owned,5,borehole,---,groundnuts maize,2.3,1.2,---,rabbits,---,5,10.5644176 7.4072313 0.0 20.0,yes,6423d64e-ff2a-405c-a563-f33c2ef8b23a,2026-01-19 00:06:00,2026-01-19,tester,2026-01-19 00:06:13,https://www.commcarehq.org/form/43c04ce7-9710-4808-9ad5-2d7d925010db,tester
784,db69fa37-4ebd-43cb-9ffa-90dde093938b,community_03,david,Michael,male,1980-09-10,19302662240,08028452846,https://www.commcarehq.org/photos/farmer_784.jpg,8,mixed_farming,25,owned,5,rain-fed,---,rice maize,---,4.5,1.0,goats,12,---,10.5304937 7.5290544 0.0 20.0,yes,f8189562-f612-4126-b685-45345bc31a71,2026-05-04 00:08:00,2026-05-04,tester,2026-05-04 00:08:08,https://www.commcarehq.org/form/db69fa37-4ebd-43cb-9ffa-90dde093938b,tester
785,d555a3b7-83a6-42aa-a344-fae0483a03e9,community_05,Sarah,Bello,female,1968-07-31,86144804805,08023012417,https://www.commcarehq.org/photos/farmer_785.jpg,5,livestock_farming,6,owned,1,rain-fed,---,groundnuts maize rice,2.5,4.2,3.6,goats,15,---,10.4013788 7.4596212 0.0 20.0,yes,907db20b-0831-4125-b97a-f46f67514cf2,2026-05-19 00:06:00,2026-05-19,tester,2026-05-19 00:06:19,https://www.commcarehq.org/form/d555a3b7-83a6-42aa-a344-fae0483a03e9,tester
786,d613c238-8b7e-43fc-8707-e128ea154553,community_07,Ibrahim,Ahmed,male,1979-02-13,,08020991999,https://www.commcarehq.org/photos/farmer_786.jpg,6,mixed_farming,20,owned,3,borehole,---,rice,---,---,2.5,goats,9,---,10.2108861 7.2612765 0.0 20.0,yes,43ba95fb-6d61-47c0-9f20-332afea09099,2026-05-16 00:04:00,2026-05-16,tester,2026-05-16 00:04:14,https://www.commcarehq.org/form/d613c238-8b7e-43fc-8707-e128ea154553,tester
787,89401060-9369-4482-8cfb-cbcbe3a07a1a,community_03,Peter,Usman,female,1980-05-13,,08003547728,https://www.commcarehq.org/photos/farmer_787.jpg,2,crop_farming,1,leased,4,rain-fed,---,maize,---,4.3,---,goats rabbits,9,30,10.5840888 7.2705044 0.0 20.0,yes,a4862330-4e8a-4e7b-8f3f-8a1dcf0cc29b,2026-06-16 00:07:00,2026-06-16,tester,2026-06-16 00:07:20,https://www.commcarehq.org/form/89401060-9369-4482-8cfb-cbcbe3a07a1a,tester
788,936c2dce-15c7-4224-a174-b834d0a05358,community_01,David,Ojo,female,1989-01-11,22290381482,08071626485,https://www.commcarehq.org/photos/farmer_788.jpg,6,livestock_farming,14,owned,3,rain-fed,---,maize rice groundnuts,1.1,3.1,3.0,goats,18,---,10.2660989 7.5418058 0.0 20.0,yes,141570c5-3098-4fda-8dcb-37cd60ddd894,2026-02-15 00:04:00,2026-02-15,tester,2026-02-15 00:04:09,https://www.commcarehq.org/form/936c2dce-15c7-4224-a174-b834d0a05358,tester
789,cebc9644-1540-4276-8638-758fb6690ec5,community_01,Rebecca,Philip,female,1979-12-04,95694414707,08025753589,https://www.commcarehq.org/photos/farmer_789.jpg,7,crop_farming,5,owned,1,river_stream,---,rice,---,---,2.4,---,---,---,10.5170678 7.5018542 0.0 20.0,yes,b95e78aa-8dc8-4863-8d18-7d21e3ed90b1,2026-02-10 00:02:00,2026-02-10,tester,2026-02-10 00:02:11,https://www.commcarehq.org/form/cebc9644-1540-4276-8638-758fb6690ec5,tester
790,ce2b64fc-bde8-46b5-a917-aa74c72aa5f1,community_06,Joseph,Yakubu,male,1988-11-06,66419480779,08097711430,https://www.commcarehq.org/photos/farmer_790.jpg,2,crop_farming,9,owned,1,rain-fed,---,rice,---,---,2.4,---,---,---,10.4533181 7.5253063 0.0 20.0,yes,6314a876-89dd-4604-a220-56155e7464a1,2026-06-12 00:07:00,2026-06-12,tester,2026-06-12 00:07:16,https://www.commcarehq.org/form/ce2b64fc-bde8-46b5-a917-aa74c72aa5f1,tester
791,f78f355d-5ecd-4b24-bc63-9cd6ef9944dd,community_03,Ibrahim,Michael,male,1993-11-20,14451951253,08022574014,https://www.commcarehq.org/photos/farmer_791.jpg,8,crop_farming,6,family_land,2,rain-fed,---,groundnuts maize rice,2.4,6.3,1.7,goats,15,---,10.4905781 7.4801432 0.0 20.0,yes,b36a5174-2583-4cd7-bc2f-972ef7df17eb,2026-05-29 00:08:00,2026-05-29,tester,2026-05-29 00:08:19,https://www.commcarehq.org/form/f78f355d-5ecd-4b24-bc63-9cd6ef9944dd,tester
792,c8823073-488b-4e0d-8aa9-40c5b7b6d30b,community_07,Samuel,Ojo,male,2001-11-05,,08059356836,https://www.commcarehq.org/photos/farmer_792.jpg,4,livestock_farming,3,owned,1,dam_reservoir,---,rice maize groundnuts,1.7,1.9,1.2,goats,4,---,10.2652139 7.4177452 0.0 20.0,yes,53306a92-c6d6-4f31-a941-08c7b94e87d5,2026-05-17 00:05:00,2026-05-17,tester,2026-05-17 00:05:19,https://www.commcarehq.org/form/c8823073-488b-4e0d-8aa9-40c5b7b6d30b,tester
793,40028276-dd81-4961-90f1-2b5dbe41e3ce,community_01,Ahmed,Tanko,male,1997-08-28,88652815869,08086212405,https://www.commcarehq.org/photos/farmer_793.jpg,9,crop_farming,4,owned,1,rain-fed,---,maize groundnuts rice,0.9,1.8,1.7,rabbits,---,37,10.5100243 7.2302786 0.0 20.0,yes,fb3a11a1-157d-4218-afe2-fcf83a4629ef,2026-01-05 00:02:00,2026-01-05,tester,2026-01-05 00:02:16,https://www.commcarehq.org/form/40028276-dd81-4961-90f1-2b5dbe41e3ce,tester
794,5b53a07d-0d74-4aa5-be24-9b8a97e61cdc,community_06,John,Ali,male,1970-12-21,96454686975,08064549934,https://www.commcarehq.org/photos/farmer_794.jpg,7,mixed_farming,19,owned,2,rain-fed,---,maize rice groundnuts,2.7,2.4,2.8,---,---,---,10.425258 7.4526165 0.0 20.0,yes,ef5995fb-e91b-4cce-b4b6-6f0936112184,2026-03-18 00:06:00,2026-03-18,tester,2026-03-18 00:06:16,https://www.commcarehq.org/form/5b53a07d-0d74-4aa5-be24-9b8a97e61cdc,tester
795,b4067b67-9c72-40d4-bf45-a6ce4cd913a5,community_06,Joy,Ahmed,female,1977-01-18,,08061881998,https://www.commcarehq.org/photos/farmer_795.jpg,7,mixed_farming,3,owned,4,rain-fed,---,groundnuts rice maize,2.6,2.7,1.5,goats rabbits,6,15,10.2161441 7.5227332 0.0 20.0,yes,a7b28cd7-ff50-4df8-b379-bbb1b7e979a1,2026-06-11 00:05:00,2026-06-11,tester,2026-06-11 00:05:13,https://www.commcarehq.org/form/b4067b67-9c72-40d4-bf45-a6ce4cd913a5,tester
796,9558fc9c-5e60-49b6-b151-edbe2924796f,community_03,Amina,Yakubu,female,1982-06-13,60374734317,08062701982,https://www.commcarehq.org/photos/farmer_796.jpg,8,livestock_farming,14,owned,3,borehole,---,maize groundnuts rice,2.5,1.0,2.4,goats,24,---,10.2659064 7.3912781 0.0 20.0,yes,bdf6842e-b00f-4400-a95b-e40ae77d0f82,2026-05-26 00:02:00,2026-05-26,tester,2026-05-26 00:02:05,https://www.commcarehq.org/form/9558fc9c-5e60-49b6-b151-edbe2924796f,tester
797,096f51a0-38bd-47aa-8aad-ec86a4383256,community_02,Joy,Ibrahim,female,1993-08-08,53610510719,08030559723,https://www.commcarehq.org/photos/farmer_797.jpg,8,mixed_farming,6,owned,1,borehole,---,maize groundnuts rice,1.6,3.0,1.1,goats rabbits,6,9,10.2602949 7.5093088 0.0 20.0,yes,9c6f6670-e328-48f4-899b-f5f69cd677ce,2026-06-28 00:07:00,2026-06-28,tester,2026-06-28 00:07:11,https://www.commcarehq.org/form/096f51a0-38bd-47aa-8aad-ec86a4383256,tester
798,d0d20642-31df-4693-8fa7-c495c8fc7008,community_04,Peter,Musa,male,1981-09-29,81374063151,08090550348,https://www.commcarehq.org/photos/farmer_798.jpg,4,crop_farming,19,leased,1,rain-fed,---,groundnuts,1.3,---,---,---,---,---,10.4784761 7.2376401 0.0 20.0,yes,bd814e9a-bf15-46f9-871a-cd46ca757581,2026-03-01 00:08:00,2026-03-01,tester,2026-03-01 00:08:18,https://www.commcarehq.org/form/d0d20642-31df-4693-8fa7-c495c8fc7008,tester
799,ed6103cd-c216-4494-bffb-305d36535263,community_06,Binta,David,male,1963-11-12,99585534115,08025568740,https://www.commcarehq.org/photos/farmer_799.jpg,1,crop_farming,16,owned,2,rain-fed,---,groundnuts maize,2.7,3.3,---,goats,3,---,10.3983726 7.338701 0.0 20.0,yes,afcfc9f8-9a37-4705-975e-f11e27569aa6,2026-04-02 00:07:00,2026-04-02,tester,2026-04-02 00:07:19,https://www.commcarehq.org/form/ed6103cd-c216-4494-bffb-305d36535263,tester
800,5d8df0a0-6441-4660-8e85-249277b6fe73,community_01,Fatima,Haruna,male,1974-12-25,81478949214,08070969076,https://www.commcarehq.org/photos/farmer_800.jpg,6,livestock_farming,25,leased,5,river_stream,---,groundnuts,1.4,---,---,---,---,---,10.4388784 7.534919 0.0 20.0,yes,a7d1e591-c961-4d08-a860-cd7ae63424c7,2026-06-25 00:06:00,2026-06-25,tester,2026-06-25 00:06:12,https://www.commcarehq.org/form/5d8df0a0-6441-4660-8e85-249277b6fe73,tester
801,2e8c3387-df6a-49b0-aa8e-03416c877241,community_06,Sarah,Lawal,male,1986-06-27,80086459937,08087580651,https://www.commcarehq.org/photos/farmer_801.jpg,4,crop_farming,13,owned,3,rain-fed,---,rice groundnuts maize,1.1,2.5,3.1,---,---,---,10.2568563 7.5403672 0.0 20.0,yes,cebfee6d-b86d-4f77-a08f-d39edd5763ca,2026-05-19 00:08:00,2026-05-19,tester,2026-05-19 00:08:09,https://www.commcarehq.org/form/2e8c3387-df6a-49b0-aa8e-03416c877241,tester
802,2cf0175c-9416-43e8-bc9e-16dc94a45973,community_05,Mercy,Johnson,female,1995-03-23,80054412810,08087245271,https://www.commcarehq.org/photos/farmer_802.jpg,7,livestock_farming,9,owned,2,rain-fed,---,maize rice,---,3.0,3.6,goats,15,---,10.5774921 7.3062996 0.0 20.0,yes,b2e8f7d2-f1ca-4ff1-864e-91f7ecacda3d,2026-05-06 00:08:00,2026-05-06,tester,2026-05-06 00:08:07,https://www.commcarehq.org/form/2cf0175c-9416-43e8-bc9e-16dc94a45973,tester
803,a2042823-a35c-4199-bc72-120487d7decc,community_01,Joseph,Garba,male,1993-09-18,16011390215,08013351720,https://www.commcarehq.org/photos/farmer_803.jpg,6,crop_farming,4,family_land,6,rain-fed,---,maize,---,2.8,---,goats,8,---,10.2304512 7.4065588 0.0 20.0,yes,0ddb3544-dbf4-497b-858c-01f9abc24026,2026-01-06 00:08:00,2026-01-06,tester,2026-01-06 00:08:15,https://www.commcarehq.org/form/a2042823-a35c-4199-bc72-120487d7decc,tester
804,c9f3ffe6-0bed-4dd5-9362-06aa92b92798,community_03,Yusuf,Ojo,male,1958-04-20,,8052528782,https://www.commcarehq.org/photos/farmer_804.jpg,2,crop_farming,44,owned,3,other,Spring Water,rice maize,---,5.2,0.6,goats,2,---,10.2370863 7.5821124 0.0 20.0,yes,28a0a1f7-b4e8-4903-a299-8afea47249d1,2026-02-05 00:03:00,2026-02-05,tester,2026-02-05 00:03:20,https://www.commcarehq.org/form/c9f3ffe6-0bed-4dd5-9362-06aa92b92798,tester
805,ad2fc22b-b735-4e7e-aa4a-1144fc7b9451,community_06,Peter,Yakubu,male,1981-07-26,96324481804,08089482723,https://www.commcarehq.org/photos/farmer_805.jpg,3,mixed_farming,15,owned,4,borehole,---,rice groundnuts maize,2.2,5.9,0.6,goats,8,---,10.4772694 7.3038487 0.0 20.0,yes,78c8f92b-7139-4132-b1fe-d796fda06fc3,2026-01-05 00:03:00,2026-01-05,tester,2026-01-05 00:03:13,https://www.commcarehq.org/form/ad2fc22b-b735-4e7e-aa4a-1144fc7b9451,tester
806,ca5ee171-944c-417d-b541-9a5431eeb20b,community_06,Binta,Mohammed,female,1988-11-15,68802514745,08014575818,https://www.commcarehq.org/photos/farmer_806.jpg,7,mixed_farming,13,owned,2,river_stream,---,rice maize groundnuts,2.6,1.3,1.7,---,---,---,10.2448984 7.5867374 0.0 20.0,yes,b411dbd1-d7cd-4e99-8983-cefb8bc90da4,2026-01-18 00:07:00,2026-01-18,tester,2026-01-18 00:07:19,https://www.commcarehq.org/form/ca5ee171-944c-417d-b541-9a5431eeb20b,tester
807,9ca15382-e7c5-41c2-be4b-6415fab2cc32,community_02,Musa,Ali,female,1970-09-19,83928664675,08021276766,https://www.commcarehq.org/photos/farmer_807.jpg,9,crop_farming,19,family_land,2,dam_reservoir,---,rice groundnuts maize,2.6,5.7,3.2,---,---,---,10.3127367 7.4795404 0.0 20.0,yes,dfea618d-8599-475e-b5ea-18da6ca609ec,2026-02-14 00:07:00,2026-02-14,tester,2026-02-14 00:07:12,https://www.commcarehq.org/form/9ca15382-e7c5-41c2-be4b-6415fab2cc32,tester
808,1f2bb9da-1e2f-42ab-bd0f-14db1a9aadce,community_02,Daniel,Lawal,male,1959-08-25,89422289148,08091294324,https://www.commcarehq.org/photos/farmer_808.jpg,8,crop_farming,36,owned,3,rain-fed,---,maize groundnuts rice,0.7,4.8,0.5,rabbits,---,28,10.2477041 7.3202787 0.0 20.0,yes,638a30e3-7f1c-4357-9eb0-3aa3700f3c0b,2026-03-07 00:05:00,2026-03-07,tester,2026-03-07 00:05:07,https://www.commcarehq.org/form/1f2bb9da-1e2f-42ab-bd0f-14db1a9aadce,tester
809,610199bf-9d3e-4811-ad40-afb48697eb3b,community_07,Blessing,Tanko,male,1998-11-16,32778063533,08073927755,https://www.commcarehq.org/photos/farmer_809.jpg,8,crop_farming,8,leased,3,rain-fed,---,rice maize groundnuts,0.5,3.3,2.5,goats,6,---,10.2690327 7.5725686 0.0 20.0,yes,abdd6253-8f94-4798-b291-fcc8c16a6d50,2026-06-16 00:07:00,2026-06-16,tester,2026-06-16 00:07:05,https://www.commcarehq.org/form/610199bf-9d3e-4811-ad40-afb48697eb3b,tester
810,9758ffc0-fe62-417e-a2f2-c1cc10e09aa6,community_04,Rebecca,Lawal,male,1977-06-13,64399386701,08040537298,https://www.commcarehq.org/photos/farmer_810.jpg,8,crop_farming,13,family_land,3,other,Spring Water,groundnuts,1.0,---,---,---,---,---,10.5327866 7.4997053 0.0 20.0,yes,d2148503-070f-423c-827e-0093908e2da8,2026-01-06 00:05:00,2026-01-06,tester,2026-01-06 00:05:06,https://www.commcarehq.org/form/9758ffc0-fe62-417e-a2f2-c1cc10e09aa6,tester
811,03b6a531-1c9b-43fe-8039-e924fd88b142,community_06,Ruth,Yakubu,female,1977-12-12,,08074851487,https://www.commcarehq.org/photos/farmer_811.jpg,3,mixed_farming,9,owned,6,borehole,---,rice maize,---,3.7,3.5,rabbits,---,28,10.3390453 7.5409689 0.0 20.0,yes,1e97e2ad-416b-4838-9253-74a2914e52db,2026-06-22 00:08:00,2026-06-22,tester,2026-06-22 00:08:13,https://www.commcarehq.org/form/03b6a531-1c9b-43fe-8039-e924fd88b142,tester
