number,formid,form.section_1_farmer_identification.community,form.section_1_farmer_identification.first_name,form.section_1_farmer_identification.last_name,form.section_1_farmer_identification.gender,form.section_1_farmer_identification.date_of_birth,form.section_1_farmer_identification.national_id,form.section_1_farmer_identification.phone_number,form.section_1_farmer_identification.farmer_photograph,form.section_2_household_information.household_size,form.section_2_household_information.primary_occupation,form.section_2_household_information.farming_experience_years,form.section_3_farm_information.farm_ownership,form.section_3_farm_information.number_of_farm_plots,form.section_3_farm_information.primary_or_main_irrigation_source.choice,form.section_3_farm_information.primary_or_main_irrigation_source.specify_other,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.choice,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_groundnuts_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_maize_hectares,form.section_4_crops_cultivated.crops_cultivated_and_areas_hectares.area_under_rice_hectares,form.section_5_livestock.livestock_and_number_kept_integer.choice,form.section_5_livestock.livestock_and_number_kept_integer.number_of_goats,form.section_5_livestock.livestock_and_number_kept_integer.number_of_rabbits,form.section_6_farm_location.farm_gps_location,form.section_7_consent.farmer_accepts_or_decline_to_participate_in_the_programme.choice,form.case.@case_id,completed_time,started_time,username,received_on,form_link,hq_user,gps_valid,farmer_age,registration_duration_minutes,registration_latitude,registration_longitude
804,6f7110bf-ebde-4f00-a6d2-bf7193dcbf4f,community_03,Yusuf,Ojo,male,1958-04-20,,8052528782,https://www.commcarehq.org/photos/farmer_804.jpg,2,crop_farming,44,owned,3,other,Spring Water,rice maize,---,5.2,0.6,goats,2,---,10.2370863 7.5821124 0.0 20.0,yes,114b4486-1a8b-4d3b-84d6-8eb1d887cc44,2026-02-05 00:03:00,2026-02-05,tester_03,2026-02-05 00:03:20,https://www.commcarehq.org/form/6f7110bf-ebde-4f00-a6d2-bf7193dcbf4f,tester_03,True,68,3.0,10.2370863,7.5821124
805,68a73b1c-6001-4540-bb35-c98c731faf3d,community_06,Peter,Yakubu,male,1981-07-26,96324481804.0,8089482723,https://www.commcarehq.org/photos/farmer_805.jpg,3,mixed_farming,15,owned,4,borehole,---,rice groundnuts maize,2.2,5.9,0.6,goats,8,---,10.4772694 7.3038487 0.0 20.0,yes,0eeb95f8-f46f-4c2e-a8ee-9458a51bbc30,2026-01-05 00:03:00,2026-01-05,tester_06,2026-01-05 00:03:13,https://www.commcarehq.org/form/68a73b1c-6001-4540-bb35-c98c731faf3d,tester_06,True,45,3.0,10.4772694,7.3038487
806,2d13f397-2757-493e-be18-f1ef0c02fff7,community_06,Binta,Mohammed,female,1988-11-15,68802514745.0,8014575818,https://www.commcarehq.org/photos/farmer_806.jpg,7,mixed_farming,13,owned,2,river_stream,---,rice maize groundnuts,2.6,1.3,1.7,---,---,---,10.2448984 7.5867374 0.0 20.0,yes,6e1b29ce-b4af-4aa7-9982-6d2a4dd921d2,2026-01-18 00:07:00,2026-01-18,tester_06,2026-01-18 00:07:19,https://www.commcarehq.org/form/2d13f397-2757-493e-be18-f1ef0c02fff7,tester_06,True,37,7.0,10.2448984,7.5867374
807,bc960bef-4f42-43a1-9f71-b2809302a98e,community_02,Musa,Ali,female,1970-09-19,83928664675.0,8021276766,https://www.commcarehq.org/photos/farmer_807.jpg,9,crop_farming,19,family_land,2,dam_reservoir,---,rice groundnuts maize,2.6,5.7,3.2,---,---,---,10.3127367 7.4795404 0.0 20.0,yes,962a3c28-ebcd-4a70-a7be-e8ca31363fa2,2026-02-14 00:07:00,2026-02-14,tester_02,2026-02-14 00:07:12,https://www.commcarehq.org/form/bc960bef-4f42-43a1-9f71-b2809302a98e,tester_02,True,55,7.0,10.3127367,7.4795404
808,66a68e91-f360-4993-833b-fa3c4d0c7784,community_02,Daniel,Lawal,male,1959-08-25,89422289148.0,8091294324,https://www.commcarehq.org/photos/farmer_808.jpg,8,crop_farming,36,owned,3,rain-fed,---,maize groundnuts rice,0.7,4.8,0.5,rabbits,---,28,10.2477041 7.3202787 0.0 20.0,yes,be096d12-18c8-4bc8-8e3f-31cfe67f3869,2026-03-07 00:05:00,2026-03-07,tester_02,2026-03-07 00:05:07,https://www.commcarehq.org/form/66a68e91-f360-4993-833b-fa3c4d0c7784,tester_02,True,66,5.0,10.2477041,7.3202787
809,c79224ec-721a-4a1c-8ef7-6e45738d7864,community_07,Blessing,Tanko,male,1998-11-16,32778063533.0,8073927755,https://www.commcarehq.org/photos/farmer_809.jpg,8,crop_farming,8,leased,3,rain-fed,---,rice maize groundnuts,0.5,3.3,2.5,goats,6,---,10.2690327 7.5725686 0.0 20.0,yes,13afc0b5-322c-498a-bfad-fd8835f6779c,2026-06-16 00:07:00,2026-06-16,tester_07,2026-06-16 00:07:05,https://www.commcarehq.org/form/c79224ec-721a-4a1c-8ef7-6e45738d7864,tester_07,True,27,7.0,10.2690327,7.5725686
810,82574c3d-9c6a-4839-ae67-6e2d6e38ae54,community_04,Rebecca,Lawal,male,1977-06-13,64399386701.0,8040537298,https://www.commcarehq.org/photos/farmer_810.jpg,8,crop_farming,13,family_land,3,other,Spring Water,groundnuts,1.0,---,---,---,---,---,10.5327866 7.4997053 0.0 20.0,yes,5c6ec9f3-f95f-4fc5-99af-9f64d31fee2e,2026-01-06 00:05:00,2026-01-06,tester_04,2026-01-06 00:05:06,https://www.commcarehq.org/form/82574c3d-9c6a-4839-ae67-6e2d6e38ae54,tester_04,True,49,5.0,10.5327866,7.4997053
811,c03a4736-f1bc-46b4-9281-2c6e563d96ba,community_06,Ruth,Yakubu,female,1977-12-12,,8074851487,https://www.commcarehq.org/photos/farmer_811.jpg,3,mixed_farming,9,owned,6,borehole,---,rice maize,---,3.7,3.5,rabbits,---,28,10.3390453 7.5409689 0.0 20.0,yes,8632cbf0-f779-440c-8419-1e3f487aa243,2026-06-22 00:08:00,2026-06-22,tester_06,2026-06-22 00:08:13,https://www.commcarehq.org/form/c03a4736-f1bc-46b4-9281-2c6e563d96ba,tester_06,True,48,8.0,10.3390453,7.5409689
812,e5eab7bd-6ce2-453a-8b5c-a44320dbb004,community_06,Joseph,Johnson,male,1990-01-07,,8005119243,https://www.commcarehq.org/photos/farmer_812.jpg,3,crop_farming,5,owned,2,rain-fed,---,groundnuts,1.0,---,---,---,---,---,10.5808141 7.3022757 0.0 20.0,yes,6ee66e0e-ad1f-44f2-91ba-fdb8f6c283ee,2026-04-06 00:05:00,2026-04-06,tester_06,2026-04-06 00:05:12,https://www.commcarehq.org/form/e5eab7bd-6ce2-453a-8b5c-a44320dbb004,tester_06,True,36,5.0,10.5808141,7.3022757
813,8c8e8e99-3e1f-4623-b118-d54b92b082b5,community_02,Hauwa,Philip,female,2001-02-25,,8003343623,https://www.commcarehq.org/photos/farmer_813.jpg,6,mixed_farming,2,owned,3,other,Rainwater Harvesting,maize groundnuts rice,2.3,5.1,2.6,goats,6,---,10.2922193 7.5971638 0.0 20.0,yes,c556fbea-c6a7-4e04-bdc5-444bd12a08cd,2026-05-17 00:04:00,2026-05-17,tester_02,2026-05-17 00:04:17,https://www.commcarehq.org/form/8c8e8e99-3e1f-4623-b118-d54b92b082b5,tester_02,True,25,4.0,10.2922193,7.5971638
814,f603e348-58bc-45f9-8e99-c56c50ce422c,community_01,Emmanuel,Yakubu,male,2004-10-25,,8017208787,https://www.commcarehq.org/photos/farmer_814.jpg,11,crop_farming,2,owned,1,rain-fed,---,groundnuts rice,1.1,---,3.2,---,---,---,10.4149625 7.5242791 0.0 20.0,yes,c1bb815d-0b8c-4153-8b9e-6a74b477deab,2026-03-13 00:04:00,2026-03-13,tester_01,2026-03-13 00:04:17,https://www.commcarehq.org/form/f603e348-58bc-45f9-8e99-c56c50ce422c,tester_01,True,21,4.0,10.4149625,7.5242791
815,14a76805-8c56-416c-9744-fa62d169e67f,community_05,Fatima,Peter,male,1977-08-27,,8022157676,https://www.commcarehq.org/photos/farmer_815.jpg,3,mixed_farming,18,owned,3,rain-fed,---,maize rice groundnuts,2.3,4.6,0.8,---,---,---,10.5166201 7.385427 0.0 20.0,yes,354c3ee0-32e0-4aa2-a3a5-0febe6494c3d,2026-04-22 00:04:00,2026-04-22,tester_05,2026-04-22 00:04:05,https://www.commcarehq.org/form/14a76805-8c56-416c-9744-fa62d169e67f,tester_05,True,48,4.0,10.5166201,7.385427
816,c92ce883-c440-4452-aa96-28922b9ab24b,community_02,Yusuf,Peter,female,1986-12-04,93161989497.0,8027192806,https://www.commcarehq.org/photos/farmer_816.jpg,7,livestock_farming,22,owned,1,rain-fed,---,groundnuts rice,0.9,---,2.6,goats,20,---,10.3682424 7.3381781 0.0 20.0,yes,fefbcd29-8391-406d-84b5-3d5b72a221d8,2026-01-21 00:07:00,2026-01-21,tester_02,2026-01-21 00:07:05,https://www.commcarehq.org/form/c92ce883-c440-4452-aa96-28922b9ab24b,tester_02,True,39,7.0,10.3682424,7.3381781
817,3e061cee-77f0-4013-9565-14136901de7c,community_01,Amina,David,male,1967-12-21,17590981660.0,8044944885,https://www.commcarehq.org/photos/farmer_817.jpg,7,mixed_farming,40,owned,6,rain-fed,---,groundnuts maize,1.5,1.4,---,goats,20,---,10.2968054 7.4708018 0.0 20.0,yes,6ce0ca69-786d-4386-b691-813640ab52fc,2026-05-27 00:07:00,2026-05-27,tester_01,2026-05-27 00:07:18,https://www.commcarehq.org/form/3e061cee-77f0-4013-9565-14136901de7c,tester_01,True,58,7.0,10.2968054,7.4708018
818,2136ac93-88d1-4e96-b46c-74745ac8ba4a,community_02,Hauwa,Mohammed,female,1957-07-15,59662200906.0,8037446300,https://www.commcarehq.org/photos/farmer_818.jpg,9,crop_farming,10,family_land,2,rain-fed,---,groundnuts rice,1.4,---,1.9,---,---,---,10.4817908 7.274355 0.0 20.0,yes,cc217db6-ace6-4160-ac37-a703de206a6e,2026-02-22 00:04:00,2026-02-22,tester_02,2026-02-22 00:04:19,https://www.commcarehq.org/form/2136ac93-88d1-4e96-b46c-74745ac8ba4a,tester_02,True,69,4.0,10.4817908,7.274355
819,7c47ba83-240f-4d7f-aebd-58d2748eada0,community_02,John,Eze,female,1990-07-08,,8050054777,https://www.commcarehq.org/photos/farmer_819.jpg,4,crop_farming,10,leased,2,rain-fed,---,rice groundnuts maize,1.8,4.2,2.7,goats,17,---,10.5179838 7.5147568 0.0 20.0,yes,883d8604-daae-405e-ae6f-63297e8a3280,2026-01-06 00:06:00,2026-01-06,tester_02,2026-01-06 00:06:11,https://www.commcarehq.org/form/7c47ba83-240f-4d7f-aebd-58d2748eada0,tester_02,True,36,6.0,10.5179838,7.5147568
820,bb0f17bd-aa89-4964-bb46-98de553ad717,community_04,Elizabeth,Usman,male,1954-08-27,,8012787498,https://www.commcarehq.org/photos/farmer_820.jpg,5,mixed_farming,15,owned,3,borehole,---,maize groundnuts rice,2.1,2.8,1.7,---,---,---,10.3770008 7.519539 0.0 20.0,yes,e934bfb0-303f-4228-9a86-34b012f8da82,2026-04-26 00:05:00,2026-04-26,tester_04,2026-04-26 00:05:07,https://www.commcarehq.org/form/bb0f17bd-aa89-4964-bb46-98de553ad717,tester_04,True,71,5.0,10.3770008,7.519539
821,1d27e3cf-413e-4f9e-9e05-32cc9a99d98d,community_04,Elizabeth,Lawal,male,1989-02-20,58378610317.0,8008565370,https://www.commcarehq.org/photos/farmer_821.jpg,2,mixed_farming,6,owned,1,river_stream,---,maize rice,---,4.1,1.1,goats,5,---,10.3555504 7.5290178 0.0 20.0,yes,9c78f4cc-dbd4-4d32-af5c-d44b81a4bcb6,2026-01-17 00:02:00,2026-01-17,tester_04,2026-01-17 00:02:06,https://www.commcarehq.org/form/1d27e3cf-413e-4f9e-9e05-32cc9a99d98d,tester_04,True,37,2.0,10.3555504,7.5290178
822,26ad7fd4-2d89-4305-9137-24372286bc55,community_02,Deborah,Ahmed,male,1990-07-10,,8050422491,https://www.commcarehq.org/photos/farmer_822.jpg,8,crop_farming,4,family_land,1,rain-fed,---,rice maize groundnuts,2.9,3.8,1.9,---,---,---,10.228052 7.4252116 0.0 20.0,yes,783d5d00-5b36-4625-855b-c2063aa2754b,2026-01-11 00:08:00,2026-01-11,tester_02,2026-01-11 00:08:14,https://www.commcarehq.org/form/26ad7fd4-2d89-4305-9137-24372286bc55,tester_02,True,36,8.0,10.228052,7.4252116
823,7f793769-37f1-42ef-965b-79c82f771d81,community_01,Esther,Eze,male,1993-10-04,11722680005.0,8012377057,https://www.commcarehq.org/photos/farmer_823.jpg,6,crop_farming,15,leased,5,river_stream,---,groundnuts rice,2.8,---,2.5,goats,22,---,10.439095 7.4430342 0.0 20.0,yes,f8f318bb-43dd-48b9-9bcc-e869fac665e9,2026-01-30 00:03:00,2026-01-30,tester_01,2026-01-30 00:03:17,https://www.commcarehq.org/form/7f793769-37f1-42ef-965b-79c82f771d81,tester_01,True,32,3.0,10.439095,7.4430342
824,86af8367-95fe-47f4-9406-ffae2a6315b4,community_05,Suleiman,Samuel,male,1994-09-18,90790737428.0,8029445744,https://www.commcarehq.org/photos/farmer_824.jpg,2,crop_farming,14,owned,1,dam_reservoir,---,rice maize groundnuts,1.7,6.0,0.9,goats,6,---,10.2880013 7.5251122 0.0 20.0,yes,016297c9-ab41-42ab-8547-52d173fb3c2d,2026-02-19 00:04:00,2026-02-19,tester_05,2026-02-19 00:04:16,https://www.commcarehq.org/form/86af8367-95fe-47f4-9406-ffae2a6315b4,tester_05,True,31,4.0,10.2880013,7.5251122
825,3f77761e-f49d-457c-b23f-a48fb3562c8c,community_01,Sarah,Musa,female,1958-06-27,,8098469435,https://www.commcarehq.org/photos/farmer_825.jpg,6,mixed_farming,25,owned,1,irrigation_scheme,---,maize,---,5.2,---,---,---,---,10.4598666 7.56674 0.0 20.0,yes,8a9ef794-cc05-4ef1-89e3-132703702328,2026-06-01 00:08:00,2026-06-01,tester_01,2026-06-01 00:08:16,https://www.commcarehq.org/form/3f77761e-f49d-457c-b23f-a48fb3562c8c,tester_01,True,68,8.0,10.4598666,7.56674
826,e74aa3d2-2542-4f8d-8f63-24383d6fa7dc,community_07,David,Johnson,male,2007-05-07,21352544027.0,8058616626,https://www.commcarehq.org/photos/farmer_826.jpg,7,crop_farming,1,owned,3,rain-fed,---,groundnuts rice maize,2.5,1.8,3.3,---,---,---,10.3721899 7.4632422 0.0 20.0,yes,a1b946cf-f2de-49a8-b010-3f1432b30099,2026-06-04 00:08:00,2026-06-04,tester_07,2026-06-04 00:08:08,https://www.commcarehq.org/form/e74aa3d2-2542-4f8d-8f63-24383d6fa7dc,tester_07,True,19,8.0,10.3721899,7.4632422
827,7fa9de8c-5668-4574-a5e7-05c0c2f89b80,community_06,Naomi,Okafor,female,1976-12-18,,8002010787,https://www.commcarehq.org/photos/farmer_827.jpg,3,crop_farming,7,leased,3,rain-fed,---,maize groundnuts rice,2.2,3.5,0.9,goats,19,---,10.3092701 7.4255692 0.0 20.0,yes,a7cba75d-3f73-487b-8d89-2beb2037d17d,2026-05-25 00:04:00,2026-05-25,tester_06,2026-05-25 00:04:05,https://www.commcarehq.org/form/7fa9de8c-5668-4574-a5e7-05c0c2f89b80,tester_06,True,49,4.0,10.3092701,7.4255692
828,d4ee310c-8483-4217-b206-2eb05946800d,community_06,Amina,Okafor,female,1970-11-01,30734795476.0,8064345669,https://www.commcarehq.org/photos/farmer_828.jpg,11,crop_farming,18,owned,1,borehole,---,rice maize,---,3.2,3.5,---,---,---,10.2716566 7.5391888 0.0 20.0,yes,c184e59a-dcb9-41ac-abe0-daea9f1f61b0,2026-06-10 00:06:00,2026-06-10,tester_06,2026-06-10 00:06:14,https://www.commcarehq.org/form/d4ee310c-8483-4217-b206-2eb05946800d,tester_06,True,55,6.0,10.2716566,7.5391888
829,11d965c9-5238-44d4-a989-784306b695fe,community_03,Emmanuel,David,female,1971-04-07,75651543288.0,8019442783,https://www.commcarehq.org/photos/farmer_829.jpg,2,mixed_farming,25,owned,2,borehole,---,maize rice groundnuts,2.4,2.4,2.3,goats,14,---,10.4377984 7.4525306 0.0 20.0,yes,ca4e650c-c432-41ab-b633-113d367aa115,2026-04-16 00:05:00,2026-04-16,tester_03,2026-04-16 00:05:06,https://www.commcarehq.org/form/11d965c9-5238-44d4-a989-784306b695fe,tester_03,True,55,5.0,10.4377984,7.4525306
830,ef9c3961-bc59-43b6-9cb3-26598b8c0ed8,community_01,Daniel,David,male,1978-07-28,19269128201.0,8088410932,https://www.commcarehq.org/photos/farmer_830.jpg,4,mixed_farming,27,owned,3,river_stream,---,maize rice groundnuts,1.6,1.1,3.8,goats rabbits,6,25,10.5632771 7.5588376 0.0 20.0,yes,65978f35-8dc5-48f9-80bf-607274bf1091,2026-01-23 00:03:00,2026-01-23,tester_01,2026-01-23 00:03:08,https://www.commcarehq.org/form/ef9c3961-bc59-43b6-9cb3-26598b8c0ed8,tester_01,True,48,3.0,10.5632771,7.5588376
831,0d261b34-05a5-4843-9a6e-336e51c788d9,community_04,Daniel,Philip,male,1987-03-16,40706497825.0,8017700182,https://www.commcarehq.org/photos/farmer_831.jpg,5,crop_farming,9,leased,3,rain-fed,---,rice,---,---,3.7,---,---,---,10.4778667 7.5201435 0.0 20.0,yes,8669a8bc-b527-411e-8378-396d02a2c8f8,2026-06-12 00:05:00,2026-06-12,tester_04,2026-06-12 00:05:20,https://www.commcarehq.org/form/0d261b34-05a5-4843-9a6e-336e51c788d9,tester_04,True,39,5.0,10.4778667,7.5201435
832,96dea9a3-3661-42a3-92f7-415a7b8d8052,community_04,Mercy,Peter,female,1994-05-21,,8045226567,https://www.commcarehq.org/photos/farmer_832.jpg,3,livestock_farming,13,family_land,5,rain-fed,---,maize rice,---,3.6,2.7,---,---,---,10.4717131 7.3446488 0.0 20.0,yes,bdc3620d-7655-4fe2-8fdd-89394819e214,2026-03-14 00:08:00,2026-03-14,tester_04,2026-03-14 00:08:16,https://www.commcarehq.org/form/96dea9a3-3661-42a3-92f7-415a7b8d8052,tester_04,True,32,8.0,10.4717131,7.3446488
833,80b21d36-978d-4037-bd34-1e1935819a83,community_06,David,Daniel,female,1987-10-12,78685720604.0,8081371330,https://www.commcarehq.org/photos/farmer_833.jpg,6,mixed_farming,18,owned,1,rain-fed,---,groundnuts rice,1.8,---,2.2,goats,10,---,10.389126 7.3518764 0.0 20.0,yes,63cb9a7d-1271-43ec-b558-a8be6cc77456,2026-01-12 00:06:00,2026-01-12,tester_06,2026-01-12 00:06:09,https://www.commcarehq.org/form/80b21d36-978d-4037-bd34-1e1935819a83,tester_06,True,38,6.0,10.389126,7.3518764
834,70d6f5aa-0722-4a05-9e4e-8412aecd6932,community_04,Ruth,Ahmed,male,1977-11-27,30036565675.0,8004268733,https://www.commcarehq.org/photos/farmer_834.jpg,1,crop_farming,21,owned,2,dam_reservoir,---,maize groundnuts,0.5,5.4,---,goats rabbits,14,20,10.3421888 7.4363524 0.0 20.0,yes,50904f46-32fd-42ad-8791-3df594696430,2026-04-08 00:04:00,2026-04-08,tester_04,2026-04-08 00:04:16,https://www.commcarehq.org/form/70d6f5aa-0722-4a05-9e4e-8412aecd6932,tester_04,True,48,4.0,10.3421888,7.4363524
835,90383408-ca9a-4549-b806-25c8ba4c36cf,community_05,Musa,Mohammed,female,1986-09-01,,8001828879,https://www.commcarehq.org/photos/farmer_835.jpg,4,crop_farming,3,owned,1,borehole,---,groundnuts maize,1.3,4.1,---,goats,24,---,10.3423779 7.4206194 0.0 20.0,yes,898251e9-0ce2-4ed0-9af7-5f2ab51ab72f,2026-01-18 00:07:00,2026-01-18,tester_05,2026-01-18 00:07:07,https://www.commcarehq.org/form/90383408-ca9a-4549-b806-25c8ba4c36cf,tester_05,True,39,7.0,10.3423779,7.4206194
836,8621f93e-cda4-4151-b2bc-b1eeff851720,community_06,Ruth,Yakubu,male,1962-05-19,29717178811.0,8042492195,https://www.commcarehq.org/photos/farmer_836.jpg,3,crop_farming,11,owned,3,rain-fed,---,groundnuts maize,1.6,4.6,---,---,---,---,10.5513514 7.5511559 0.0 20.0,yes,1b0b6a74-646c-4dc8-b880-0299274c0e54,2026-04-12 00:06:00,2026-04-12,tester_06,2026-04-12 00:06:19,https://www.commcarehq.org/form/8621f93e-cda4-4151-b2bc-b1eeff851720,tester_06,True,64,6.0,10.5513514,7.5511559
837,34008df1-6a65-4aa6-a564-7581d2182a23,community_02,Ruth,Balogun,female,1989-07-01,67488119786.0,8089306491,https://www.commcarehq.org/photos/farmer_837.jpg,7,livestock_farming,18,owned,3,rain-fed,---,maize groundnuts rice,1.9,2.1,2.0,goats,24,---,10.4394787 7.2790245 0.0 20.0,no,c59006f1-005c-4273-9781-98ea8cf9750f,2026-03-18 00:07:00,2026-03-18,tester_02,2026-03-18 00:07:16,https://www.commcarehq.org/form/34008df1-6a65-4aa6-a564-7581d2182a23,tester_02,True,37,7.0,10.4394787,7.2790245
838,b24bb78f-c8a6-4517-8b53-7e8b28dda961,community_05,Joy,Usman,female,1985-12-18,65691218903.0,8002321292,https://www.commcarehq.org/photos/farmer_838.jpg,5,mixed_farming,18,owned,3,other,Community Well,groundnuts rice,2.9,---,1.1,goats,14,---,10.387073 7.4728837 0.0 20.0,yes,b19ee694-99ff-4281-9930-6d0a1ba4fe43,2026-01-05 00:04:00,2026-01-05,tester_05,2026-01-05 00:04:12,https://www.commcarehq.org/form/b24bb78f-c8a6-4517-8b53-7e8b28dda961,tester_05,True,40,4.0,10.387073,7.4728837
839,6776e258-7237-4a00-ae95-b90ed5d45811,community_06,James,Ojo,female,1996-12-10,,8059788752,https://www.commcarehq.org/photos/farmer_839.jpg,3,mixed_farming,2,owned,6,rain-fed,---,maize groundnuts rice,1.5,3.1,2.2,---,---,---,10.344352 7.4235998 0.0 20.0,yes,d1789726-7b16-4836-afea-8bae7b6c38f4,2026-03-21 00:02:00,2026-03-21,tester_06,2026-03-21 00:02:20,https://www.commcarehq.org/form/6776e258-7237-4a00-ae95-b90ed5d45811,tester_06,True,29,2.0,10.344352,7.4235998
840,06f71e0f-2564-42e8-af0b-5fc16e9637a3,community_02,Hauwa,Bello,female,1988-06-28,,8067178160,https://www.commcarehq.org/photos/farmer_840.jpg,6,livestock_farming,2,owned,1,rain-fed,---,rice groundnuts,1.3,---,1.1,goats,10,---,10.2625135 7.2298343 0.0 20.0,yes,73e18973-d331-4275-95ff-02daf5086b78,2026-06-04 00:02:00,2026-06-04,tester_02,2026-06-04 00:02:07,https://www.commcarehq.org/form/06f71e0f-2564-42e8-af0b-5fc16e9637a3,tester_02,True,38,2.0,10.2625135,7.2298343
841,a7f784c9-8d59-4e8d-b971-1ad4077b5bc1,community_01,Suleiman,Yakubu,female,2002-03-01,,8070896509,https://www.commcarehq.org/photos/farmer_841.jpg,6,crop_farming,4,family_land,3,borehole,---,maize groundnuts,2.9,4.0,---,goats,3,---,10.5046702 7.3832277 0.0 20.0,yes,4cd40865-cbb9-4138-a669-d3299be94cae,2026-02-27 00:07:00,2026-02-27,tester_01,2026-02-27 00:07:10,https://www.commcarehq.org/form/a7f784c9-8d59-4e8d-b971-1ad4077b5bc1,tester_01,True,24,7.0,10.5046702,7.3832277
842,9650aab9-2c34-4ef8-96a0-14e5e5c68f92,community_01,Esther,Abdullahi,male,1984-02-26,,8064673941,https://www.commcarehq.org/photos/farmer_842.jpg,6,mixed_farming,10,family_land,1,rain-fed,---,groundnuts rice,2.3,---,3.5,goats,20,---,10.3361327 7.4033544 0.0 20.0,yes,27cfe2bf-d892-4ef5-8610-3886f3b6fa80,2026-06-14 00:07:00,2026-06-14,tester_01,2026-06-14 00:07:18,https://www.commcarehq.org/form/9650aab9-2c34-4ef8-96a0-14e5e5c68f92,tester_01,True,42,7.0,10.3361327,7.4033544
843,41119f82-eb4d-45bc-858c-83a3c18f0c3e,community_05,Grace,Philip,female,1986-11-11,80208837824.0,8039888226,https://www.commcarehq.org/photos/farmer_843.jpg,4,crop_farming,16,owned,2,rain-fed,---,rice maize,---,5.8,3.2,goats,14,---,10.5193985 7.4941408 0.0 20.0,yes,9a78ee8e-5d69-4f05-a2ea-30323adc91dd,2026-06-17 00:07:00,2026-06-17,tester_05,2026-06-17 00:07:17,https://www.commcarehq.org/form/41119f82-eb4d-45bc-858c-83a3c18f0c3e,tester_05,True,39,7.0,10.5193985,7.4941408
844,f586c132-1f28-42d5-89f0-2f9ed5cdf2ca,community_03,James,Haruna,female,1989-05-31,99515533545.0,8082898671,https://www.commcarehq.org/photos/farmer_844.jpg,3,crop_farming,1,owned,2,borehole,---,maize rice groundnuts,2.1,2.1,3.6,goats,13,---,10.5467598 7.2130153 0.0 20.0,yes,e4061f01-199e-457d-9bbc-77dae5736420,2026-05-15 00:02:00,2026-05-15,tester_03,2026-05-15 00:02:16,https://www.commcarehq.org/form/f586c132-1f28-42d5-89f0-2f9ed5cdf2ca,tester_03,True,37,2.0,10.5467598,7.2130153
845,e4c204e1-abfd-4f68-99bb-4593ea2391d3,community_02,John,Daniel,female,1989-09-16,94703693908.0,8014395627,https://www.commcarehq.org/photos/farmer_845.jpg,6,livestock_farming,9,owned,1,rain-fed,---,rice,---,---,1.4,goats rabbits,5,11,10.3630445 7.4066101 0.0 20.0,yes,913924d0-c249-4710-beed-412f45ee1c0a,2026-04-26 00:07:00,2026-04-26,tester_02,2026-04-26 00:07:18,https://www.commcarehq.org/form/e4c204e1-abfd-4f68-99bb-4593ea2391d3,tester_02,True,36,7.0,10.3630445,7.4066101
846,d50b1122-fe9f-40ad-ba5b-4e9825cef519,community_02,Naomi,Ahmed,female,1980-02-27,,8099340281,https://www.commcarehq.org/photos/farmer_846.jpg,6,mixed_farming,9,owned,4,borehole,---,maize groundnuts rice,2.7,0.6,2.7,goats,17,---,10.24407 7.549541 0.0 20.0,yes,b169d519-39a4-4848-93e3-57f34ca0296e,2026-04-11 00:04:00,2026-04-11,tester_02,2026-04-11 00:04:13,https://www.commcarehq.org/form/d50b1122-fe9f-40ad-ba5b-4e9825cef519,tester_02,True,46,4.0,10.24407,7.549541
847,6c5313f7-7340-4236-b068-477abf492166,community_04,Samuel,Ibrahim,female,1978-04-04,,8080028462,https://www.commcarehq.org/photos/farmer_847.jpg,6,crop_farming,26,leased,3,rain-fed,---,maize,---,0.7,---,rabbits,---,27,10.544287 7.3881485 0.0 20.0,yes,dbc8e72f-3d7f-4079-a4c5-05e72d66ccff,2026-05-01 00:02:00,2026-05-01,tester_04,2026-05-01 00:02:20,https://www.commcarehq.org/form/6c5313f7-7340-4236-b068-477abf492166,tester_04,True,48,2.0,10.544287,7.3881485
848,12fd8971-b0c4-47d5-b8e6-7a2cebb725c9,community_01,Deborah,Philip,female,1985-04-21,64626741768.0,8098514255,https://www.commcarehq.org/photos/farmer_848.jpg,5,mixed_farming,7,leased,1,dam_reservoir,---,groundnuts maize,2.8,3.5,---,---,---,---,10.2264553 7.217948 0.0 20.0,yes,03acd2f9-c614-4bd6-b76a-d9e8e170d105,2026-04-14 00:08:00,2026-04-14,tester_01,2026-04-14 00:08:16,https://www.commcarehq.org/form/12fd8971-b0c4-47d5-b8e6-7a2cebb725c9,tester_01,True,41,8.0,10.2264553,7.217948
849,68a92453-c28b-4ebf-85e9-b56d81b50bf1,community_01,Amina,Haruna,male,2007-11-16,86284425270.0,8063529825,https://www.commcarehq.org/photos/farmer_849.jpg,5,livestock_farming,1,family_land,1,river_stream,---,groundnuts maize rice,1.8,4.2,1.2,---,---,---,10.5276671 7.2979433 0.0 20.0,yes,7c01cc50-f537-473a-9d16-4f7bdd74f554,2026-04-10 00:08:00,2026-04-10,tester_01,2026-04-10 00:08:13,https://www.commcarehq.org/form/68a92453-c28b-4ebf-85e9-b56d81b50bf1,tester_01,True,18,8.0,10.5276671,7.2979433
